Gene Symbol	Locus ID	Cytoband	AC-P02-Tumor-SM-63B4K	AC-P04-Tumor-SM-63B4O	AC-P04-Tumor-SM-63B4Q	AC-P05-Tumor-SM-63B4R	AC-P06-Tumor-SM-63B4T	AC-P07-Tumor-SM-63B4V	AC-P08-Tumor-SM-63B4X	AC-P09-Tumor-SM-63B4Z	AC-P09-Tumor-SM-63B52	AC-P10-Tumor-SM-63B53	AC-P10-Tumor-SM-63B55	AC-P11-Tumor-SM-63B56	AC-P12-Tumor-SM-63B58	AC-P12-Tumor-SM-63B59	AC-P14-Tumor-SM-63B5C	AC-P15-Tumor-SM-63B5D	AC-P15-Tumor-SM-63B5F
CRYGN	155051	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.815	-0.331	-0.422	0.002	0.022	-0.013
LOC100131176	100131176	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.815	-0.331	-0.422	0.002	0.116	-0.013
MIR3907	100500835	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.815	-0.331	-0.422	0.002	-0.005	-0.013
RHEB	6009	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.815	-0.331	-0.422	0.002	-0.005	-0.013
PRKAG2	51422	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.815	-0.331	-0.422	0.002	-0.005	-0.013
GALNTL5	168391	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.792	-0.331	-0.422	0.002	-0.005	-0.013
LOC100505483	100505483	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.815	-0.331	-0.422	0.002	-0.005	-0.013
GALNT11	63917	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
MLL3	58508	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
FABP5P3	220832	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
LOC100128822	100128822	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
XRCC2	7516	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
ACTR3B	57180	7q36.1	0.410	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.017	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
DPP6	1804	7q36.2	0.515	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.022	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
LOC100132707	100132707	7q36.2	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.269	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
PAXIP1	22976	7q36.2	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.294	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
HTR5A	3361	7q36.2	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
LOC100128264	100128264	7q36.2	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
LOC202781	202781	7q36.2	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
INSIG1	3638	7q36.2	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
EN2	2020	7q36.3	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
CNPY1	285888	7q36.3	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
RBM33	155435	7q36.3	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
SHH	6469	7q36.3	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
C7orf13	129790	7q36.3	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
LINC00244	64433	7q36.3	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
LOC285889	285889	7q36.3	0.671	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
RNF32	140545	7q36.3	0.652	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
LMBR1	64327	7q36.3	0.374	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.301	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
NOM1	64434	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	0.119	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
MNX1	3110	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
LOC645249	645249	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
UBE3C	9690	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
DNAJB6	10049	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
PTPRN2	5799	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
MIR153-2	406945	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
hsa-mir-153-2	-1785	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
LOC100506585	100506585	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
MIR595	693180	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
hsa-mir-595	-1792	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
ESYT2	57488	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
LOC154822	154822	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
NCAPG2	54892	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
VIPR2	7434	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
WDR60	55112	7q36.3	0.364	0.039	-0.265	-0.248	0.004	-0.001	-0.006	-0.014	0.041	-0.015	-0.118	-0.689	-0.331	-0.422	0.002	-0.005	-0.013
C8orf42	157695	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
ERICH1	157697	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FBXO25	26260	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
OR4F21	441308	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
RPL23AP53	644128	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
ZNF596	169270	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DLGAP2	9228	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
LOC286083	286083	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
CLN8	2055	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
ARHGEF10	9639	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
MIR596	693181	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
hsa-mir-596	-598	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
KBTBD11	9920	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
MYOM2	9172	8p23.3	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
CSMD1	64478	8p23.2	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
LOC100287015	100287015	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
MCPH1	79648	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
ANGPT2	285	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
AGPAT5	55326	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
MIR4659A	100616348	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
MIR4659B	100616372	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
XKR5	389610	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB1	1672	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
LOC100652791	100652791	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFA6	1671	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
CLDN23	137075	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFA10P	449493	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFA1B	728358	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFA1	1667	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFA3	1668	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFA4	1669	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFA5	1670	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB103A	414325	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB103B	55894	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB104A	140596	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB104B	503618	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB105A	245908	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB105B	504180	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB106A	245909	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB106B	503841	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB107A	245910	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB107B	503614	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB109P1B	641517	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB4A	1673	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFB4B	100289462	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFT1P2	100287083	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
DEFT1P	170949	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM66B	100128890	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM66E	100132103	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM90A10	441328	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM90A13	441314	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM90A14	645651	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM90A18	441326	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM90A19	728753	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM90A20	728430	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM90A5	441315	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM90A7	441317	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM90A8	441324	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FAM90A9	441327	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
FLJ10661	286042	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
LOC100132396	100132396	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
LOC349196	349196	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
MIR548I3	100302186	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
SGK223	157285	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
SPAG11A	653423	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
SPAG11B	10407	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
ZNF705G	100131980	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
hsa-mir-548i-3	-645	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
MFHAS1	9258	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
ERI1	90459	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
LOC157273	157273	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
MIR4660	100616350	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
PPP1R3B	79660	8p23.1	0.047	0.000	-0.108	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
TNKS	8658	8p23.1	0.047	0.000	0.006	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.047
MIR597	693182	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
hsa-mir-597	-658	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	-0.056
LOC157627	157627	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
MIR124-1	406907	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
hsa-mir-124-1	-659	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
MSRA	4482	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
PRSS55	203074	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
C8orf74	203076	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
RP1L1	94137	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
hsa-mir-4286	-665	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
SOX7	83595	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
PINX1	54984	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
MIR1322	100302166	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
hsa-mir-1322	-666	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
XKR6	286046	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
MIR598	693183	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
hsa-mir-598	-668	8p23.1	0.047	0.000	0.128	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
MTMR9	66036	8p23.1	0.047	0.000	-0.056	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
SLC35G5	83650	8p23.1	0.047	0.000	-0.148	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
C8orf12	83656	8p23.1	0.047	0.000	-0.148	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
FAM167A	83648	8p23.1	0.047	0.000	-0.148	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
TDH	157739	8p23.1	0.047	0.000	-0.148	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
BLK	640	8p23.1	0.047	0.000	-0.148	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
GATA4	2626	8p23.1	0.047	0.000	-0.148	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
LINC00208	83655	8p23.1	0.047	0.000	-0.148	0.016	0.010	0.057	-0.018	-0.047	0.010	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
NEIL2	252969	8p23.1	0.047	0.000	-0.137	0.016	0.010	0.057	-0.014	-0.047	-0.015	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
CTSB	1508	8p23.1	0.045	0.000	-0.093	0.016	0.010	0.057	0.003	-0.047	-0.115	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
DEFB109P1	245912	8p23.1	0.045	0.000	-0.093	0.016	0.010	0.057	0.003	-0.047	-0.115	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
DEFB130	245940	8p23.1	0.045	0.000	-0.093	0.016	0.010	0.057	0.003	-0.047	-0.115	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
DEFB134	613211	8p23.1	0.045	0.000	-0.093	0.016	0.010	0.057	0.003	-0.047	-0.115	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
DEFB135	613209	8p23.1	0.045	0.000	-0.093	0.016	0.010	0.057	0.003	-0.047	-0.115	-0.290	0.041	0.192	0.021	0.007	0.011	-0.029	0.011
