rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
7868	GPR152	G protein-coupled receptor 152	1574	82	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7869	GPR153	G protein-coupled receptor 153	1846	437	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7870	GPR155	G protein-coupled receptor 155	2673	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7871	GPR156	G protein-coupled receptor 156	2477	375	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7872	GPR157	G protein-coupled receptor 157	1022	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7873	GPR160	G protein-coupled receptor 160	1021	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7874	GPR161	G protein-coupled receptor 161	1610	276	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7875	GPR162	G protein-coupled receptor 162	1831	164	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7876	GPR17	G protein-coupled receptor 17	1122	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7877	GPR171	G protein-coupled receptor 171	964	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7878	GPR172A	G protein-coupled receptor 172A	2641	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7879	GPR172B	G protein-coupled receptor 172B	1359	90	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7880	GPR173	G protein-coupled receptor 173	1126	723	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7881	GPR174	G protein-coupled receptor 174	1004	796	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7882	GPR176	G protein-coupled receptor 176	1556	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7883	GPR18	G protein-coupled receptor 18	1000	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7884	GPR180	G protein-coupled receptor 180	1357	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7885	GPR182	G protein-coupled receptor 182	1219	583	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7886	GPR19	G protein-coupled receptor 19	1252	750	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7887	GPR20	G protein-coupled receptor 20	1081	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7888	GPR21	G protein-coupled receptor 21	1049	74	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7889	GPR22	G protein-coupled receptor 22	1306	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7890	GPR25	G protein-coupled receptor 25	1086	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7891	GPR26	G protein-coupled receptor 26	1024	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7892	GPR27	G protein-coupled receptor 27	1127	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7893	GPR3	G protein-coupled receptor 3	997	168	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7894	GPR31	G protein-coupled receptor 31	959	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7895	GPR32	G protein-coupled receptor 32	1070	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7896	GPR35	G protein-coupled receptor 35	930	846	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7897	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)	1846	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7898	GPR37L1	G protein-coupled receptor 37 like 1	1452	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7899	GPR39	G protein-coupled receptor 39	1603	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7900	GPR4	G protein-coupled receptor 4	1089	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7901	GPR44	G protein-coupled receptor 44	1192	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7902	GPR45	G protein-coupled receptor 45	1119	556	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7903	GPR50	G protein-coupled receptor 50	1860	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7904	GPR52	G protein-coupled receptor 52	1088	623	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7905	GPR55	G protein-coupled receptor 55	960	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7906	GPR56	G protein-coupled receptor 56	2149	468	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7907	GPR6	G protein-coupled receptor 6	1091	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7908	GPR61	G protein-coupled receptor 61	1356	531	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7909	GPR63	G protein-coupled receptor 63	1260	101	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7910	GPR64	G protein-coupled receptor 64	3161	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7911	GPR65	G protein-coupled receptor 65	1014	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7912	GPR68	G protein-coupled receptor 68	1098	609	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7913	GPR75	G protein-coupled receptor 75	1623	317	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7914	GPR77	G protein-coupled receptor 77	1018	731	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7915	GPR78	G protein-coupled receptor 78	1100	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7916	GPR81	G protein-coupled receptor 81	1041	993	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7917	GPR82	G protein-coupled receptor 82	1015	291	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7918	GPR83	G protein-coupled receptor 83	1284	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7919	GPR84	G protein-coupled receptor 84	1195	303	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7920	GPR85	G protein-coupled receptor 85	1113	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7921	GPR87	G protein-coupled receptor 87	1087	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7922	GPR88	G protein-coupled receptor 88	1159	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7923	GPR89A	G protein-coupled receptor 89A	1424	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7924	GPR89B	G protein-coupled receptor 89B	1428	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7925	GPR89C	G protein-coupled receptor 89C	13324	420	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7926	GPR97	G protein-coupled receptor 97	1695	570	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7927	GPRASP1	G protein-coupled receptor associated sorting protein 1	4188	132	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7928	GPRC5A	G protein-coupled receptor, family C, group 5, member A	1086	559	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7929	GPRC5B	G protein-coupled receptor, family C, group 5, member B	1223	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7930	GPRC5C	G protein-coupled receptor, family C, group 5, member C	1481	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7931	GPRC5D	G protein-coupled receptor, family C, group 5, member D	1044	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7932	GPRC6A	G protein-coupled receptor, family C, group 6, member A	2805	130	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7933	GPRIN1	G protein regulated inducer of neurite outgrowth 1	3031	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7934	GPRIN3	GPRIN family member 3	2331	427	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7935	GPS1	G protein pathway suppressor 1	2029	509	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7936	GPSM1	G-protein signaling modulator 1 (AGS3-like, C. elegans)	2245	29	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7937	GPSM3	G-protein signaling modulator 3 (AGS3-like, C. elegans)	1727	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7938	GPT	glutamic-pyruvate transaminase (alanine aminotransferase)	1532	208	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7939	GPT2	glutamic pyruvate transaminase (alanine aminotransferase) 2	1616	857	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7940	GPX1	glutathione peroxidase 1	725	631	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7941	GPX2	glutathione peroxidase 2 (gastrointestinal)	579	648	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7942	GPX3	glutathione peroxidase 3 (plasma)	697	123	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7943	GPX4	glutathione peroxidase 4 (phospholipid hydroperoxidase)	907	360	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7944	GPX5	glutathione peroxidase 5 (epididymal androgen-related protein)	684	620	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7945	GPX6	glutathione peroxidase 6 (olfactory)	684	496	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7946	GPX7	glutathione peroxidase 7	574	213	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7947	GPX8	glutathione peroxidase 8 (putative)	640	413	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7948	GRAMD1A	GRAM domain containing 1A	2251	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7949	GRAMD1B	GRAM domain containing 1B	2293	334	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7950	GRAMD1C	GRAM domain containing 1C	2059	952	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7951	GRAMD2	GRAM domain containing 2	1363	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7952	GRAMD3	GRAM domain containing 3	1565	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7953	GRAMD4	GRAM domain containing 4	1807	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7954	GRAP	GRB2-related adaptor protein	672	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7955	GRAP2	GRB2-related adaptor protein 2	1021	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7956	GRB10	growth factor receptor-bound protein 10	1847	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7957	GRB2	growth factor receptor-bound protein 2	670	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7958	GREM1	gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)	558	286	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7959	GREM2	gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)	510	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7960	GRHL1	grainyhead-like 1 (Drosophila)	1917	103	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7961	GRHL2	grainyhead-like 2 (Drosophila)	1938	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7962	GRHL3	grainyhead-like 3 (Drosophila)	1905	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7963	GRHPR	glyoxylate reductase/hydroxypyruvate reductase	1021	384	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7964	GRIA1	glutamate receptor, ionotropic, AMPA 1	2900	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7965	GRIA2	glutamate receptor, ionotropic, AMPA 2	2831	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7966	GRIA3	glutamate receptor, ionotrophic, AMPA 3	2864	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7967	GRIA4	glutamate receptor, ionotrophic, AMPA 4	3040	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7968	GRID1	glutamate receptor, ionotropic, delta 1	3092	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7969	GRID2	glutamate receptor, ionotropic, delta 2	3083	122	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7970	GRIK1	glutamate receptor, ionotropic, kainate 1	2981	70	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7971	GRIK2	glutamate receptor, ionotropic, kainate 2	2964	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7972	GRIK3	glutamate receptor, ionotropic, kainate 3	2820	84	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7973	GRIK4	glutamate receptor, ionotropic, kainate 4	2943	244	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7974	GRIK5	glutamate receptor, ionotropic, kainate 5	3017	73	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7975	GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1	3031	182	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7976	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	4443	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7977	GRIN2B	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	4503	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7978	GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	3750	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7979	GRIN3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A	3602	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7980	GRIN3B	glutamate receptor, ionotropic, N-methyl-D-aspartate 3B	3166	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7981	GRINA	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	1140	190	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7982	GRINL1A	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A	1119	689	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7983	GRIP1	glutamate receptor interacting protein 1	3323	232	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7984	GRIP2	glutamate receptor interacting protein 2	3521	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7985	GRIPAP1	GRIP1 associated protein 1	2680	501	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7986	GRK1	G protein-coupled receptor kinase 1	995	404	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7987	GRK4	G protein-coupled receptor kinase 4	1940	895	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7988	GRK6	G protein-coupled receptor kinase 6	1839	144	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7989	GRK7	G protein-coupled receptor kinase 7	1674	840	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7990	ARHGAP35	glucocorticoid receptor DNA binding factor 1	4520	70	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7991	GRM1	glutamate receptor, metabotropic 1	3680	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7992	GRM2	glutamate receptor, metabotropic 2	2635	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7993	GRM3	glutamate receptor, metabotropic 3	2656	210	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7994	GRM4	glutamate receptor, metabotropic 4	2775	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7995	GRM6	glutamate receptor, metabotropic 6	2670	362	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7996	GRM8	glutamate receptor, metabotropic 8	2815	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7997	GRP	gastrin-releasing peptide	457	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7998	GRPEL1	GrpE-like 1, mitochondrial (E. coli)	668	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7999	GRPEL2	GrpE-like 2, mitochondrial (E. coli)	690	8	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8000	GRPR	gastrin-releasing peptide receptor	1163	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8001	GRSF1	G-rich RNA sequence binding factor 1	1481	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8002	GRTP1	growth hormone regulated TBC protein 1	1041	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8003	GRWD1	glutamate-rich WD repeat containing 1	1367	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8004	GRXCR1	glutaredoxin, cysteine rich 1	885	386	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8005	GRXCR2	glutaredoxin, cysteine rich 2	755	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8006	GSC	goosecoid homeobox	782	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8007	GSC2	goosecoid homeobox 2	625	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8008	GSDMA	gasdermin A	1382	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8009	GSDMB	gasdermin B	1295	174	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8010	GSDMC	gasdermin C	1579	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8011	GSDMD	gasdermin D	1495	761	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8012	GSG1	germ cell associated 1	1248	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8013	GSG1L	GSG1-like	1022	253	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8014	GSK3A	glycogen synthase kinase 3 alpha	1492	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8015	GSK3B	glycogen synthase kinase 3 beta	1346	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8016	GSN	gelsolin (amyloidosis, Finnish type)	2449	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8017	GSPT1	G1 to S phase transition 1	1970	880	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8018	GSPT2	G1 to S phase transition 2	1887	108	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8019	GSR	glutathione reductase	1619	359	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8020	GSS	glutathione synthetase	1473	86	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8021	GSTA1	glutathione S-transferase A1	693	303	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8022	GSTA2	glutathione S-transferase A2	693	303	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8023	GSTA3	glutathione S-transferase A3	693	95	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8024	GSTA4	glutathione S-transferase A4	693	924	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8025	GSTA5	glutathione S-transferase A5	693	302	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8026	GSTCD	glutathione S-transferase, C-terminal domain containing	1946	318	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8027	GSTK1	glutathione S-transferase kappa 1	875	814	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8028	GSTM1	glutathione S-transferase M1	687	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8029	GSTM2	glutathione S-transferase M2 (muscle)	712	169	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8030	GSTM3	glutathione S-transferase M3 (brain)	706	168	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8031	GSTM4	glutathione S-transferase M4	708	132	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8032	GSTM5	glutathione S-transferase M5	687	163	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8033	GSTO1	glutathione S-transferase omega 1	750	598	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8034	GSTO2	glutathione S-transferase omega 2	1015	596	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8035	GSTP1	glutathione S-transferase pi	660	211	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8036	GSTT1	glutathione S-transferase theta 1	741	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8037	GSTT2	glutathione S-transferase theta 2	1508	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8038	GSTT2B	glutathione S-transferase theta 2B (gene/pseudogene)	755	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8039	GSTZ1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	734	114	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8040	GSX1	GS homeobox 1	803	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8041	GSX2	GS homeobox 2	921	535	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8042	GTDC1	glycosyltransferase-like domain containing 1	1413	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8043	GTF2A1	general transcription factor IIA, 1, 19/37kDa	1163	918	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8044	GTF2A1L	general transcription factor IIA, 1-like	3453	400	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8045	GTF2A2	general transcription factor IIA, 2, 12kDa	346	158	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8046	GTF2B	general transcription factor IIB	975	330	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8047	GTF2E1	general transcription factor IIE, polypeptide 1, alpha 56kDa	1381	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8048	GTF2E2	general transcription factor IIE, polypeptide 2, beta 34kDa	904	790	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8049	GTF2F1	general transcription factor IIF, polypeptide 1, 74kDa	1602	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8050	GTF2F2	general transcription factor IIF, polypeptide 2, 30kDa	1493	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8051	GTF2H2	general transcription factor IIH, polypeptide 2, 44kDa	1248	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8052	GTF2H2C	general transcription factor IIH, polypeptide 2C	1248	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8053	GTF2H2D	general transcription factor IIH, polypeptide 2D	1248	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8054	GTF2H3	general transcription factor IIH, polypeptide 3, 34kDa	1085	841	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8055	GTF2H4	general transcription factor IIH, polypeptide 4, 52kDa	1441	611	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8056	GTF2H5	general transcription factor IIH, polypeptide 5	224	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8057	GTF2I	general transcription factor II, i	3133	813	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8058	GTF2IRD1	GTF2I repeat domain containing 1	2984	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8059	GTF2IRD2	GTF2I repeat domain containing 2	2910	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8060	GTF2IRD2B	GTF2I repeat domain containing 2B	2910	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8061	GTF3A	general transcription factor IIIA	1158	353	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8062	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa	6476	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8063	GTF3C3	general transcription factor IIIC, polypeptide 3, 102kDa	2731	126	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8064	GTF3C4	general transcription factor IIIC, polypeptide 4, 90kDa	2492	835	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8065	GTF3C5	general transcription factor IIIC, polypeptide 5, 63kDa	1625	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8066	GTF3C6	general transcription factor IIIC, polypeptide 6, alpha 35kDa	664	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8067	GTPBP1	GTP binding protein 1	2054	213	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8068	GTPBP10	GTP-binding protein 10 (putative)	1202	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8069	GTPBP2	GTP binding protein 2	1855	171	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8070	GTPBP3	GTP binding protein 3 (mitochondrial)	1605	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8071	GTPBP4	GTP binding protein 4	1971	217	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8072	GTPBP5	GTP binding protein 5 (putative)	1245	682	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8073	GTPBP8	GTP-binding protein 8 (putative)	877	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8074	GTSE1	G-2 and S-phase expressed 1	2264	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8075	GTSF1	gametocyte specific factor 1	536	586	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8076	GTSF1L	gametocyte specific factor 1-like	449	260	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8077	GUCA1A	guanylate cyclase activator 1A (retina)	618	267	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8078	GUCA1B	guanylate cyclase activator 1B (retina)	615	267	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8079	GUCA1C	guanylate cyclase activator 1C	644	201	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8080	GUCA2A	guanylate cyclase activator 2A (guanylin)	358	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8081	GUCA2B	guanylate cyclase activator 2B (uroguanylin)	349	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8082	GUCY1A2	guanylate cyclase 1, soluble, alpha 2	2227	413	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8083	GUCY1A3	guanylate cyclase 1, soluble, alpha 3	2118	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8084	GUCY1B3	guanylate cyclase 1, soluble, beta 3	1912	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8085	GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	3388	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8086	GUCY2F	guanylate cyclase 2F, retinal	3402	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8087	GUF1	GUF1 GTPase homolog (S. cerevisiae)	2074	156	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8088	GUK1	guanylate kinase 1	687	932	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8089	GULP1	GULP, engulfment adaptor PTB domain containing 1	955	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
8090	GUSB	glucuronidase, beta	2000	861	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
